timestamp,id_tarjeta,puerta,tipo
2026-01-13T18:38:46,T075,7,salida
2026-01-13T18:38:49,T019,4,salida
2026-01-13T18:38:50,T055,4,salida
2026-01-13T18:39:04,T077,4,salida
2026-01-13T18:39:47,T085,4,salida
2026-01-13T18:40:07,T080,4,salida
2026-01-13T18:40:21,T022,4,salida
2026-01-13T18:40:44,T095,4,salida
2026-01-13T18:40:51,T041,7,salida
2026-01-13T18:41:07,T065,4,salida
2026-01-13T18:42:33,T086,4,salida
2026-01-13T18:42:51,T041,4,salida
2026-01-13T18:43:11,T088,4,salida
2026-01-13T18:43:28,T037,4,salida
2026-01-13T18:44:03,T038,4,salida
2026-01-13T18:44:48,T082,4,salida
2026-01-13T18:45:46,T075,4,salida
